,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keyword,is_duplicate,question_type,is_numeric_answer,question_length,answer_length
96,110,The Medieval Assembly of European Wizards gives out which award?,Bravery Against Fantastic Beasts Award,"['medieval', 'assembly', 'european', 'wizard', 'give', 'which', 'award']","['bravery', 'fantastic', 'beast', 'award']","['medieval', 'assembly', 'european', 'wizard', 'give', 'which', 'award', 'bravery', 'fantastic', 'beast']",['which'],False,FR,False,10,5
97,111,A Firebolt is a type of what?,Broom,"['firebolt', 'be', 'type', 'what']",['broom'],"['firebolt', 'be', 'type', 'what', 'broom']",['what'],False,FR,False,7,1
98,112,Who is the Gamekeeper of Hogwarts?,Rubeus Hagrid,"['who', 'be', 'gamekeeper', 'hogwarts']","['rubeus', 'hagrid']","['who', 'be', 'gamekeeper', 'hogwarts', 'rubeus', 'hagrid']",['who'],False,FR,False,6,2
99,113,What is the Name of America’s Magical Government?,MACUSA,"['what', 'be', 'name', 'americas', 'magical', 'government']",['macusa'],"['what', 'be', 'name', 'americas', 'magical', 'government', 'macusa']","['what', 'name']",True,FR,False,9,1
100,114,"At the beginning of the story, where does Hedwig find Harry?",She is waiting in his room at the Leaky Cauldron. Clever owl!,"['begin', 'story', 'where', 'do', 'hedwig', 'find', 'harry']","['be', 'wait', 'room', 'leaky', 'cauldron', 'clever', 'owl']","['begin', 'story', 'where', 'do', 'hedwig', 'find', 'harry', 'be', 'wait', 'room', 'leaky', 'cauldron', 'clever', 'owl']","['where', 'do']",False,FR,False,11,12
101,115,How many classes did Hermione Granger take this year?,12!,"['how', 'many', 'class', 'do', 'hermione', 'granger', 'take', 'year']",[],"['how', 'many', 'class', 'do', 'hermione', 'granger', 'take', 'year']","['how', 'do']",False,FR,False,9,1
102,116,What is Voldemort's mother's name?,Merope,"['what', 'be', 'voldemorts', 'mother', 'name']",['merope'],"['what', 'be', 'voldemorts', 'mother', 'name', 'merope']","['what', 'name']",False,FR,False,7,1
103,117,Why would you need to switch brooms midair?,Broom failure,"['why', 'would', 'need', 'switch', 'broom', 'midair']","['broom', 'failure']","['why', 'would', 'need', 'switch', 'broom', 'midair', 'failure']","['why', 'would']",False,EX,False,8,2
104,118,"What is the name of the werewolf who teaches Defense Against the Dark Arts in ""Harry Potter and the Prisoner of Azkaban""?",Remus Lupin,"['what', 'be', 'name', 'werewolf', 'who', 'teach', 'defense', 'dark', 'art', 'harry', 'potter', 'prisoner', 'azkaban']","['remus', 'lupin']","['what', 'be', 'name', 'werewolf', 'who', 'teach', 'defense', 'dark', 'art', 'harry', 'potter', 'prisoner', 'azkaban', 'remus', 'lupin']","['what', 'name', 'who']",False,FR,False,22,2
105,119,What does the term 'Muggle' refer to in Harry Potter?,A non-magical person,"['what', 'do', 'term', 'muggle', 'refer', 'harry', 'potter']","['nonmagical', 'person']","['what', 'do', 'term', 'muggle', 'refer', 'harry', 'potter', 'nonmagical', 'person']","['what', 'do']",False,FR,False,10,4
106,120,What type of Transfiguration turns a goldfinch into a Golden Snitch?,Transformation,"['what', 'type', 'transfiguration', 'turn', 'goldfinch', 'golden', 'snitch']",['transformation'],"['what', 'type', 'transfiguration', 'turn', 'goldfinch', 'golden', 'snitch', 'transformation']",['what'],False,FR,False,11,1
107,121,Where does Valerian grow best?,In the sun,"['where', 'do', 'valerian', 'grow', 'best']",['sun'],"['where', 'do', 'valerian', 'grow', 'best', 'sun']","['where', 'do']",False,FR,False,5,3
108,122,What's the tallest tower at Hogwarts?,The Astronomy Tower.,"['whats', 'tallest', 'tower', 'hogwarts']","['astronomy', 'tower']","['whats', 'tallest', 'tower', 'hogwarts', 'astronomy']",['whats'],False,FR,False,7,3
109,123,What is the name of the Wizard village near Hogwarts?,Hogsmeade,"['what', 'be', 'name', 'wizard', 'village', 'near', 'hogwarts']",['hogsmeade'],"['what', 'be', 'name', 'wizard', 'village', 'near', 'hogwarts', 'hogsmeade']","['what', 'name']",True,FR,False,10,1
110,124,Which mischievous character from the books did not feature in the movies?,Peeves the Poltergeist,"['which', 'mischievous', 'character', 'book', 'do', 'feature', 'movie']","['peeve', 'poltergeist']","['which', 'mischievous', 'character', 'book', 'do', 'feature', 'movie', 'peeve', 'poltergeist']","['which', 'do']",False,FR,False,12,3
111,125,Which house does Harry Potter belong to?,Gryffindor,"['which', 'house', 'do', 'harry', 'potter', 'belong']",['gryffindor'],"['which', 'house', 'do', 'harry', 'potter', 'belong', 'gryffindor']","['which', 'do']",False,FR,False,7,1
112,126,What is not an alternate name for Wolfsbane?,Belladonna,"['what', 'be', 'alternate', 'name', 'wolfsbane']",['belladonna'],"['what', 'be', 'alternate', 'name', 'wolfsbane', 'belladonna']","['what', 'name']",False,FR,False,8,1
113,127,What is the opposite of conjuration?,Vanishment,"['what', 'be', 'opposite', 'conjuration']",['vanishment'],"['what', 'be', 'opposite', 'conjuration', 'vanishment']",['what'],False,FR,False,6,1
114,128,"In Book 2, who is the first victim to be petrified by the basilisk?","Filch's cat, Mrs. Norris.","['book', 'who', 'be', 'first', 'victim', 'petrify', 'basilisk']","['filchs', 'cat', 'mr', 'norris']","['book', 'who', 'be', 'first', 'victim', 'petrify', 'basilisk', 'filchs', 'cat', 'mr', 'norris']",['who'],False,FR,False,14,5
115,129,Who was the Minister of Magic during the First World War?,Archie Evermonde,"['who', 'be', 'minister', 'magic', 'first', 'world', 'war']","['archie', 'evermonde']","['who', 'be', 'minister', 'magic', 'first', 'world', 'war', 'archie', 'evermonde']",['who'],False,FR,False,11,2
116,130,Who is the author of 'Fantastic Beasts and Where to Find Them'?,Newt Scamander,"['who', 'be', 'author', 'fantastic', 'beast', 'where', 'find']","['newt', 'scamander']","['who', 'be', 'author', 'fantastic', 'beast', 'where', 'find', 'newt', 'scamander']","['who', 'where']",False,FR,False,12,2
117,131,Which charm freezes the target in place?,Immobulus,"['which', 'charm', 'freeze', 'target', 'place']",['immobulus'],"['which', 'charm', 'freeze', 'target', 'place', 'immobulus']",['which'],False,FR,False,7,1
118,132,Who teaches Defense Against the Dark Arts during Harry's second year at Hogwarts?,Gilderoy Lockhart,"['who', 'teach', 'defense', 'dark', 'art', 'harrys', 'second', 'year', 'hogwarts']","['gilderoy', 'lockhart']","['who', 'teach', 'defense', 'dark', 'art', 'harrys', 'second', 'year', 'hogwarts', 'gilderoy', 'lockhart']",['who'],False,FR,False,14,2
119,133,Who discovered the law of elemental transfiguration?,Gamp,"['who', 'discover', 'law', 'elemental', 'transfiguration']",['gamp'],"['who', 'discover', 'law', 'elemental', 'transfiguration', 'gamp']",['who'],False,FR,False,7,1
120,134,Who played Professor Dumbledore in the first movie?,Richard Harris,"['who', 'play', 'professor', 'dumbledore', 'first', 'movie']","['richard', 'harris']","['who', 'play', 'professor', 'dumbledore', 'first', 'movie', 'richard', 'harris']",['who'],False,FR,False,8,2
121,135,"On his first ride aboard the Hogwarts Express, whose card did Harry get with his chocolate frog?",Dumbledore,"['first', 'ride', 'aboard', 'hogwarts', 'express', 'whose', 'card', 'do', 'harry', 'get', 'chocolate', 'frog']",['dumbledore'],"['first', 'ride', 'aboard', 'hogwarts', 'express', 'whose', 'card', 'do', 'harry', 'get', 'chocolate', 'frog', 'dumbledore']","['whose', 'do']",False,FR,False,17,1
122,136,What is the antidote to Swelling Solution?,Deflating Draught,"['what', 'be', 'antidote', 'swell', 'solution']","['deflate', 'draught']","['what', 'be', 'antidote', 'swell', 'solution', 'deflate', 'draught']",['what'],False,FR,False,7,2
123,137,Which team is in last place?,Chudley Cannons,"['which', 'team', 'be', 'last', 'place']","['chudley', 'cannon']","['which', 'team', 'be', 'last', 'place', 'chudley', 'cannon']",['which'],True,FR,False,6,2
124,138,What are 'wildcats' referring to?,The Gargoyles on strike.,"['what', 'be', 'wildcats', 'refer']","['gargoyle', 'strike']","['what', 'be', 'wildcats', 'refer', 'gargoyle', 'strike']",['what'],False,FR,False,5,4
125,139,What type of ball attempts to hit players?,Bludger,"['what', 'type', 'ball', 'attempt', 'hit', 'player']",['bludger'],"['what', 'type', 'ball', 'attempt', 'hit', 'player', 'bludger']",['what'],False,FR,False,8,1
126,140,What was the Hippogriff Buckbeak called when he returned to Hogwarts?,Witherwing,"['what', 'be', 'hippogriff', 'buckbeak', 'call', 'when', 'return', 'hogwarts']",['witherwing'],"['what', 'be', 'hippogriff', 'buckbeak', 'call', 'when', 'return', 'hogwarts', 'witherwing']","['what', 'when']",False,FR,False,11,1
127,141,Who was the Rook in the Chessboard Chamber?,Hermione Granger,"['who', 'be', 'rook', 'chessboard', 'chamber']","['hermione', 'granger']","['who', 'be', 'rook', 'chessboard', 'chamber', 'hermione', 'granger']",['who'],False,FR,False,8,2
128,142,Which creatures feed on the human brain and helped Newt Scamander escape?,Swooping Evil,"['which', 'creatures', 'fee', 'human', 'brain', 'help', 'newt', 'scamander', 'escape']","['swoop', 'evil']","['which', 'creatures', 'fee', 'human', 'brain', 'help', 'newt', 'scamander', 'escape', 'swoop', 'evil']",['which'],False,FR,False,12,2
129,143,What house is Justin Finch-Fletchley in?,Hufflepuff,"['what', 'house', 'be', 'justin', 'finchfletchley']",['hufflepuff'],"['what', 'house', 'be', 'justin', 'finchfletchley', 'hufflepuff']",['what'],False,FR,False,7,1
130,145,Name a crushed ingredient that is used in cure for boils.,Snake fang,"['name', 'crush', 'ingredient', 'be', 'use', 'cure', 'boil']","['snake', 'fang']","['name', 'crush', 'ingredient', 'be', 'use', 'cure', 'boil', 'snake', 'fang']",['name'],False,FR,False,11,2
131,146,Where is the Slytherin Common Room?,The Dungeons,"['where', 'be', 'slytherin', 'common', 'room']",['dungeon'],"['where', 'be', 'slytherin', 'common', 'room', 'dungeon']",['where'],False,FR,False,6,2
132,147,What spell did Snape invent that Harry later uses on Draco Malfoy?,Sectumsempra,"['what', 'spell', 'do', 'snape', 'invent', 'harry', 'later', 'use', 'draco', 'malfoy']",['sectumsempra'],"['what', 'spell', 'do', 'snape', 'invent', 'harry', 'later', 'use', 'draco', 'malfoy', 'sectumsempra']","['what', 'do']",False,FR,False,12,1
133,148,What does Hermione smell in the amortenia (or love) potion?,"Grass, parchment, spearmint toothpaste and Ron Weasley’s hair","['what', 'do', 'hermione', 'smell', 'amortenia', 'love', 'potion']","['grass', 'parchment', 'spearmint', 'toothpaste', 'ron', 'weasleys', 'hair']","['what', 'do', 'hermione', 'smell', 'amortenia', 'love', 'potion', 'grass', 'parchment', 'spearmint', 'toothpaste', 'ron', 'weasleys', 'hair']","['what', 'do']",False,FR,False,10,9
134,149,The crop circles in Muggle legends might have been left by what magical creature?,Mooncalf,"['crop', 'circle', 'muggle', 'legend', 'might', 'have', 'leave', 'what', 'magical', 'creature']",['mooncalf'],"['crop', 'circle', 'muggle', 'legend', 'might', 'have', 'leave', 'what', 'magical', 'creature', 'mooncalf']","['what', 'have']",False,FR,False,14,1
135,150,Who anonymously sends Harry his father's Invisibility Cloak on Christmas?,Albus Dumbledore,"['who', 'anonymously', 'send', 'harry', 'father', 'invisibility', 'cloak', 'christmas']","['albus', 'dumbledore']","['who', 'anonymously', 'send', 'harry', 'father', 'invisibility', 'cloak', 'christmas', 'albus', 'dumbledore']",['who'],False,FR,False,11,2
136,151,Where does Harry Potter first see Draco Malfoy?,In Madame Malkin’s Robes for All Occasions,"['where', 'do', 'harry', 'potter', 'first', 'see', 'draco', 'malfoy']","['madame', 'malkins', 'robes', 'occasion']","['where', 'do', 'harry', 'potter', 'first', 'see', 'draco', 'malfoy', 'madame', 'malkins', 'robes', 'occasion']","['where', 'do']",False,FR,False,8,8
137,152,When did the wildcat gargoyle strike the place?,1911,"['when', 'do', 'wildcat', 'gargoyle', 'strike', 'place']",[],"['when', 'do', 'wildcat', 'gargoyle', 'strike', 'place']","['when', 'do']",False,FR,False,8,1
138,153,Who is the potions professor?,Professor Severus Snape,"['who', 'be', 'potion', 'professor']","['professor', 'severus', 'snape']","['who', 'be', 'potion', 'professor', 'severus', 'snape']",['who'],False,FR,False,5,3
139,155,What is Rowena Ravenclaw's signature item?,Diadem,"['what', 'be', 'rowena', 'ravenclaws', 'signature', 'item']",['diadem'],"['what', 'be', 'rowena', 'ravenclaws', 'signature', 'item', 'diadem']",['what'],False,FR,False,7,1
140,156,Who teaches Care of Magical Creatures?,Silvanus Kettleburn,"['who', 'teach', 'care', 'magical', 'creature']","['silvanus', 'kettleburn']","['who', 'teach', 'care', 'magical', 'creature', 'silvanus', 'kettleburn']",['who'],False,FR,False,6,2
141,157,What's the first step to performing a Bell Tailslide?,Flying straight up.,"['whats', 'first', 'step', 'perform', 'bell', 'tailslide']","['fly', 'straight']","['whats', 'first', 'step', 'perform', 'bell', 'tailslide', 'fly', 'straight']",['whats'],False,FR,False,10,3
142,158,What does Amortentia smell like?,It depends,"['what', 'do', 'amortentia', 'smell', 'like']",['depends'],"['what', 'do', 'amortentia', 'smell', 'like', 'depends']","['what', 'do']",False,FR,False,5,2
143,160,What trait do I* value most in a student?,Intellect,"['what', 'trait', 'do', 'value', 'student']",['intellect'],"['what', 'trait', 'do', 'value', 'student', 'intellect']","['what', 'do']",False,FR,False,9,1
144,161,Which famous Auror crashed Bill's party?,Alastor Moody.,"['which', 'famous', 'auror', 'crash', 'bill', 'party']","['alastor', 'moody']","['which', 'famous', 'auror', 'crash', 'bill', 'party', 'alastor', 'moody']",['which'],False,FR,False,7,2
145,162,What charm can repel a Lethifold?,Patronus Charm,"['what', 'charm', 'can', 'repel', 'lethifold']","['patronus', 'charm']","['what', 'charm', 'can', 'repel', 'lethifold', 'patronus']","['what', 'can']",False,FR,False,6,2
146,163,What did Fred and George use to protest against Dolores Umbridge's authority?,Weasley's Wildfire Whiz-bangs,"['what', 'do', 'fred', 'george', 'use', 'protest', 'dolores', 'umbridges', 'authority']","['weasleys', 'wildfire', 'whizbang']","['what', 'do', 'fred', 'george', 'use', 'protest', 'dolores', 'umbridges', 'authority', 'weasleys', 'wildfire', 'whizbang']","['what', 'do']",False,FR,False,13,5
147,166,What does Hermione say Jupiter's largest moon is?,Ganymede,"['what', 'do', 'hermione', 'say', 'jupiter', 'large', 'moon', 'be']",['ganymede'],"['what', 'do', 'hermione', 'say', 'jupiter', 'large', 'moon', 'be', 'ganymede']","['what', 'do']",False,FR,False,9,1
148,168,"In Book 5, Snape is assigned to teach Harry what type of magic?",Occlumency.,"['book', 'snape', 'be', 'assign', 'teach', 'harry', 'what', 'type', 'magic']",['occlumency'],"['book', 'snape', 'be', 'assign', 'teach', 'harry', 'what', 'type', 'magic', 'occlumency']",['what'],False,FR,False,13,1
149,169,How is the Grey Lady related to Rowena Ravenclaw?,She's Rowena's daughter.,"['how', 'be', 'grey', 'lady', 'related', 'rowena', 'ravenclaw']","['shes', 'rowenas', 'daughter']","['how', 'be', 'grey', 'lady', 'related', 'rowena', 'ravenclaw', 'shes', 'rowenas', 'daughter']",['how'],False,EX,False,9,5
150,170,What can you counteract by consuming Moly?,Enchantments.,"['what', 'can', 'counteract', 'consume', 'moly']",['enchantment'],"['what', 'can', 'counteract', 'consume', 'moly', 'enchantment']","['what', 'can']",False,FR,False,7,1
151,171,How do you greet a Hippogriff?,With a bow,"['how', 'do', 'greet', 'hippogriff']",['bow'],"['how', 'do', 'greet', 'hippogriff', 'bow']","['how', 'do']",False,EX,False,6,3
152,172,Which puzzle guarding the Sorcerer’s Stone does Hermione Granger solve?,Professor Snape’s logic puzzle with potion bottles,"['which', 'puzzle', 'guard', 'sorcerer', 'stone', 'do', 'hermione', 'granger', 'solve']","['professor', 'snapes', 'logic', 'puzzle', 'potion', 'bottle']","['which', 'puzzle', 'guard', 'sorcerer', 'stone', 'do', 'hermione', 'granger', 'solve', 'professor', 'snapes', 'logic', 'potion', 'bottle']","['which', 'do']",False,FR,False,11,8
153,173,What is the title of this book and movie everywhere except in the United States?,Harry Potter and the Philosopher’s Stone,"['what', 'be', 'title', 'book', 'movie', 'everywhere', 'except', 'united', 'state']","['harry', 'potter', 'philosopher', 'stone']","['what', 'be', 'title', 'book', 'movie', 'everywhere', 'except', 'united', 'state', 'harry', 'potter', 'philosopher', 'stone']",['what'],False,FR,False,15,7
154,174,Harry and Ginny have three children. What are their names?,"James, Albus, and Lily.","['harry', 'ginny', 'have', 'three', 'child', 'what', 'be', 'name']","['james', 'albus', 'lily']","['harry', 'ginny', 'have', 'three', 'child', 'what', 'be', 'name', 'james', 'albus', 'lily']","['what', 'name', 'have']",False,FR,False,10,4
155,175,Who are the members of the 'Golden Trio'?,"Harry Potter, Ron Weasley, Hermione Granger","['who', 'be', 'member', 'golden', 'trio']","['harry', 'potter', 'ron', 'weasley', 'hermione', 'granger']","['who', 'be', 'member', 'golden', 'trio', 'harry', 'potter', 'ron', 'weasley', 'hermione', 'granger']",['who'],False,FR,False,8,6
156,176,What item cannot be conjured?,Food,"['what', 'item', 'can', 'conjure']",['food'],"['what', 'item', 'can', 'conjure', 'food']","['what', 'can']",False,FR,False,5,1
