,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keywords,main_keyword
105,105,Which of the following was a reason why the 14th century witch burnings were pointless?,Flame-Freezing Charm,"['which' 'following' 'be' 'reason' 'why' '14th' 'century' 'witch'
 'burning' 'pointless']",['flame' 'freeze' 'charm'],"['which' 'following' 'be' 'reason' 'why' '14th' 'century' 'witch'
 'burning' 'pointless' 'flame' 'freeze' 'charm']",['which' 'be' 'why'],which
106,106,Where are Kappas most commonly found?,Japan,['where' 'be' 'kappas' 'commonly' 'find'],['japan'],['where' 'be' 'kappas' 'commonly' 'find' 'japan'],['where' 'be'],where
107,107,What is the name of the wizard village near Hogwarts?,Hogsmeade,['what' 'be' 'name' 'wizard' 'village' 'near' 'hogwarts'],['hogsmeade'],['what' 'be' 'name' 'wizard' 'village' 'near' 'hogwarts' 'hogsmeade'],['what' 'be' 'name'],what
108,108,The Deflating Drought is an antidote to which potion?,Swelling Solution,['deflating' 'drought' 'be' 'antidote' 'which' 'potion'],['swell' 'solution'],['deflating' 'drought' 'be' 'antidote' 'which' 'potion' 'swell' 'solution'],['be' 'which'],which
109,109,"What is the primary school attended by Harry Potter's son, Albus Severus Potter?",Hogwarts School of Witchcraft and Wizardry,"['what' 'be' 'primary' 'school' 'attend' 'harry' 'potter' 'son' 'albus'
 'severus']",['hogwarts' 'school' 'witchcraft' 'wizardry'],"['what' 'be' 'primary' 'school' 'attend' 'harry' 'potter' 'son' 'albus'
 'severus' 'hogwarts' 'witchcraft' 'wizardry']",['what' 'be'],what
110,110,The Medieval Assembly of European Wizards gives out which award?,Bravery Against Fantastic Beasts Award,['medieval' 'assembly' 'european' 'wizard' 'give' 'which' 'award'],['bravery' 'fantastic' 'beast' 'award'],"['medieval' 'assembly' 'european' 'wizard' 'give' 'which' 'award'
 'bravery' 'fantastic' 'beast']",['which'],which
111,111,A Firebolt is a type of what?,Broom,['firebolt' 'be' 'type' 'what'],['broom'],['firebolt' 'be' 'type' 'what' 'broom'],['be' 'what'],what
112,112,Who is the Gamekeeper of Hogwarts?,Rubeus Hagrid,['who' 'be' 'gamekeeper' 'hogwarts'],['rubeus' 'hagrid'],['who' 'be' 'gamekeeper' 'hogwarts' 'rubeus' 'hagrid'],['who' 'be'],who
113,113,What is the Name of America’s Magical Government?,MACUSA,['what' 'be' 'name' 'america' 'magical' 'government'],['macusa'],['what' 'be' 'name' 'america' 'magical' 'government' 'macusa'],['what' 'be' 'name'],what
114,114,"At the beginning of the story, where does Hedwig find Harry?",She is waiting in his room at the Leaky Cauldron. Clever owl!,['beginning' 'story' 'where' 'do' 'hedwig' 'find' 'harry'],['be' 'wait' 'room' 'leaky' 'cauldron' 'clever' 'owl'],"['beginning' 'story' 'where' 'do' 'hedwig' 'find' 'harry' 'be' 'wait'
 'room' 'leaky' 'cauldron' 'clever' 'owl']",['where' 'do'],where
115,115,How many classes did Hermione Granger take this year?,12!,['how' 'many' 'class' 'do' 'hermione' 'granger' 'take' 'year'],['12'],['how' 'many' 'class' 'do' 'hermione' 'granger' 'take' 'year' '12'],['how' 'do'],how
116,116,What is Voldemort's mother's name?,Merope,['what' 'be' 'voldemort' 'mother' 'name'],['merope'],['what' 'be' 'voldemort' 'mother' 'name' 'merope'],['what' 'be' 'name'],what
117,117,Why would you need to switch brooms midair?,Broom failure,['why' 'would' 'need' 'switch' 'broom' 'midair'],['broom' 'failure'],['why' 'would' 'need' 'switch' 'broom' 'midair' 'failure'],['why' 'would'],why
118,118,"What is the name of the werewolf who teaches Defense Against the Dark Arts in ""Harry Potter and the Prisoner of Azkaban""?",Remus Lupin,"['what' 'be' 'name' 'werewolf' 'who' 'teach' 'defense' 'dark' 'art'
 'harry' 'potter' 'prisoner' 'azkaban']",['remus' 'lupin'],"['what' 'be' 'name' 'werewolf' 'who' 'teach' 'defense' 'dark' 'art'
 'harry' 'potter' 'prisoner' 'azkaban' 'remus' 'lupin']",['what' 'be' 'name' 'who'],what
119,119,What does the term 'Muggle' refer to in Harry Potter?,A non-magical person,['what' 'do' 'term' 'muggle' 'refer' 'harry' 'potter'],['non' 'magical' 'person'],"['what' 'do' 'term' 'muggle' 'refer' 'harry' 'potter' 'non' 'magical'
 'person']",['what' 'do'],what
120,120,What type of Transfiguration turns a goldfinch into a Golden Snitch?,Transformation,['what' 'type' 'transfiguration' 'turn' 'goldfinch' 'golden' 'snitch'],['transformation'],"['what' 'type' 'transfiguration' 'turn' 'goldfinch' 'golden' 'snitch'
 'transformation']",['what'],what
121,121,Where does Valerian grow best?,In the sun,['where' 'do' 'valerian' 'grow' 'best'],['sun'],['where' 'do' 'valerian' 'grow' 'best' 'sun'],['where' 'do'],where
122,122,What's the tallest tower at Hogwarts?,The Astronomy Tower.,['what' 'tall' 'tower' 'hogwarts'],['astronomy' 'tower'],['what' 'tall' 'tower' 'hogwarts' 'astronomy'],['what'],what
123,123,What is the name of the Wizard village near Hogwarts?,Hogsmeade,['what' 'be' 'name' 'wizard' 'village' 'near' 'hogwarts'],['hogsmeade'],['what' 'be' 'name' 'wizard' 'village' 'near' 'hogwarts' 'hogsmeade'],['what' 'be' 'name'],what
124,124,Which mischievous character from the books did not feature in the movies?,Peeves the Poltergeist,['which' 'mischievous' 'character' 'book' 'do' 'feature' 'movie'],['peeve' 'poltergeist'],"['which' 'mischievous' 'character' 'book' 'do' 'feature' 'movie' 'peeve'
 'poltergeist']",['which' 'do'],which
125,125,Which house does Harry Potter belong to?,Gryffindor,['which' 'house' 'do' 'harry' 'potter' 'belong'],['gryffindor'],['which' 'house' 'do' 'harry' 'potter' 'belong' 'gryffindor'],['which' 'do'],which
126,126,What is not an alternate name for Wolfsbane?,Belladonna,['what' 'be' 'alternate' 'name' 'wolfsbane'],['belladonna'],['what' 'be' 'alternate' 'name' 'wolfsbane' 'belladonna'],['what' 'be' 'name'],what
127,127,What is the opposite of conjuration?,Vanishment,['what' 'be' 'opposite' 'conjuration'],['vanishment'],['what' 'be' 'opposite' 'conjuration' 'vanishment'],['what' 'be'],what
128,128,"In Book 2, who is the first victim to be petrified by the basilisk?","Filch's cat, Mrs. Norris.",['book' 'who' 'be' 'first' 'victim' 'petrify' 'basilisk'],['filch' 'cat' 'mr' 'norris'],"['book' 'who' 'be' 'first' 'victim' 'petrify' 'basilisk' 'filch' 'cat'
 'mr' 'norris']",['who' 'be'],who
129,129,Who was the Minister of Magic during the First World War?,Archie Evermonde,['who' 'be' 'minister' 'magic' 'first' 'world' 'war'],['archie' 'evermonde'],['who' 'be' 'minister' 'magic' 'first' 'world' 'war' 'archie' 'evermonde'],['who' 'be'],who
130,130,Who is the author of 'Fantastic Beasts and Where to Find Them'?,Newt Scamander,['who' 'be' 'author' 'fantastic' 'beast' 'where' 'find'],['newt' 'scamander'],['who' 'be' 'author' 'fantastic' 'beast' 'where' 'find' 'newt' 'scamander'],['who' 'be' 'where'],who
131,131,Which charm freezes the target in place?,Immobulus,['which' 'charm' 'freeze' 'target' 'place'],['immobulus'],['which' 'charm' 'freeze' 'target' 'place' 'immobulus'],['which'],which
132,132,Who teaches Defense Against the Dark Arts during Harry's second year at Hogwarts?,Gilderoy Lockhart,['who' 'teach' 'defense' 'dark' 'art' 'harry' 'second' 'year' 'hogwarts'],['gilderoy' 'lockhart'],"['who' 'teach' 'defense' 'dark' 'art' 'harry' 'second' 'year' 'hogwarts'
 'gilderoy' 'lockhart']",['who'],who
133,133,Who discovered the law of elemental transfiguration?,Gamp,['who' 'discover' 'law' 'elemental' 'transfiguration'],['gamp'],['who' 'discover' 'law' 'elemental' 'transfiguration' 'gamp'],['who'],who
134,134,Who played Professor Dumbledore in the first movie?,Richard Harris,['who' 'play' 'professor' 'dumbledore' 'first' 'movie'],['richard' 'harris'],['who' 'play' 'professor' 'dumbledore' 'first' 'movie' 'richard' 'harris'],['who'],who
135,135,"On his first ride aboard the Hogwarts Express, whose card did Harry get with his chocolate frog?",Dumbledore,"['first' 'ride' 'aboard' 'hogwarts' 'express' 'who' 'card' 'do' 'harry'
 'get' 'chocolate' 'frog']",['dumbledore'],"['first' 'ride' 'aboard' 'hogwarts' 'express' 'who' 'card' 'do' 'harry'
 'get' 'chocolate' 'frog' 'dumbledore']",['who' 'do'],who
136,136,What is the antidote to Swelling Solution?,Deflating Draught,['what' 'be' 'antidote' 'swell' 'solution'],['deflate' 'draught'],['what' 'be' 'antidote' 'swell' 'solution' 'deflate' 'draught'],['what' 'be'],what
137,137,Which team is in last place?,Chudley Cannons,['which' 'team' 'be' 'last' 'place'],['chudley' 'cannon'],['which' 'team' 'be' 'last' 'place' 'chudley' 'cannon'],['which' 'be'],which
138,138,What are 'wildcats' referring to?,The Gargoyles on strike.,['what' 'be' 'wildcats' 'refer'],['gargoyle' 'strike'],['what' 'be' 'wildcats' 'refer' 'gargoyle' 'strike'],['what' 'be'],what
139,139,What type of ball attempts to hit players?,Bludger,['what' 'type' 'ball' 'attempt' 'hit' 'player'],['bludger'],['what' 'type' 'ball' 'attempt' 'hit' 'player' 'bludger'],['what'],what
140,140,What was the Hippogriff Buckbeak called when he returned to Hogwarts?,Witherwing,['what' 'be' 'hippogriff' 'buckbeak' 'call' 'when' 'return' 'hogwarts'],['witherwing'],"['what' 'be' 'hippogriff' 'buckbeak' 'call' 'when' 'return' 'hogwarts'
 'witherwing']",['what' 'be' 'when'],what
141,141,Who was the Rook in the Chessboard Chamber?,Hermione Granger,['who' 'be' 'rook' 'chessboard' 'chamber'],['hermione' 'granger'],['who' 'be' 'rook' 'chessboard' 'chamber' 'hermione' 'granger'],['who' 'be'],who
142,142,Which creatures feed on the human brain and helped Newt Scamander escape?,Swooping Evil,"['which' 'creatures' 'feed' 'human' 'brain' 'help' 'newt' 'scamander'
 'escape']",['swoop' 'evil'],"['which' 'creatures' 'feed' 'human' 'brain' 'help' 'newt' 'scamander'
 'escape' 'swoop' 'evil']",['which'],which
143,143,What house is Justin Finch-Fletchley in?,Hufflepuff,['what' 'house' 'be' 'justin' 'finch' 'fletchley'],['hufflepuff'],['what' 'house' 'be' 'justin' 'finch' 'fletchley' 'hufflepuff'],['what' 'be'],what
144,144,What book is instrumental for this lesson?,Charm Your Own Cheese.,['what' 'book' 'be' 'instrumental' 'lesson'],['charm' 'cheese'],['what' 'book' 'be' 'instrumental' 'lesson' 'charm' 'cheese'],['what' 'be'],what
145,145,Name a crushed ingredient that is used in cure for boils.,Snake fang,['name' 'crushed' 'ingredient' 'be' 'use' 'cure' 'boil'],['snake' 'fang'],['name' 'crushed' 'ingredient' 'be' 'use' 'cure' 'boil' 'snake' 'fang'],['name' 'be'],name
146,146,Where is the Slytherin Common Room?,The Dungeons,['where' 'be' 'slytherin' 'common' 'room'],['dungeon'],['where' 'be' 'slytherin' 'common' 'room' 'dungeon'],['where' 'be'],where
147,147,What spell did Snape invent that Harry later uses on Draco Malfoy?,Sectumsempra,"['what' 'spell' 'do' 'snape' 'invent' 'harry' 'later' 'use' 'draco'
 'malfoy']",['sectumsempra'],"['what' 'spell' 'do' 'snape' 'invent' 'harry' 'later' 'use' 'draco'
 'malfoy' 'sectumsempra']",['what' 'do'],what
148,148,What does Hermione smell in the amortenia (or love) potion?,"Grass, parchment, spearmint toothpaste and Ron Weasley’s hair",['what' 'do' 'hermione' 'smell' 'amortenia' 'love' 'potion'],['grass' 'parchment' 'spearmint' 'toothpaste' 'ron' 'weasley' 'hair'],"['what' 'do' 'hermione' 'smell' 'amortenia' 'love' 'potion' 'grass'
 'parchment' 'spearmint' 'toothpaste' 'ron' 'weasley' 'hair']",['what' 'do'],what
149,149,The crop circles in Muggle legends might have been left by what magical creature?,Mooncalf,"['crop' 'circle' 'muggle' 'legend' 'might' 'have' 'be' 'leave' 'what'
 'magical' 'creature']",['mooncalf'],"['crop' 'circle' 'muggle' 'legend' 'might' 'have' 'be' 'leave' 'what'
 'magical' 'creature' 'mooncalf']",['have' 'be' 'what'],what
150,150,Who anonymously sends Harry his father's Invisibility Cloak on Christmas?,Albus Dumbledore,"['who' 'anonymously' 'send' 'harry' 'father' 'invisibility' 'cloak'
 'christmas']",['albus' 'dumbledore'],"['who' 'anonymously' 'send' 'harry' 'father' 'invisibility' 'cloak'
 'christmas' 'albus' 'dumbledore']",['who'],who
151,151,Where does Harry Potter first see Draco Malfoy?,In Madame Malkin’s Robes for All Occasions,['where' 'do' 'harry' 'potter' 'first' 'see' 'draco' 'malfoy'],['madame' 'malkin' 'robe' 'occasion'],"['where' 'do' 'harry' 'potter' 'first' 'see' 'draco' 'malfoy' 'madame'
 'malkin' 'robe' 'occasion']",['where' 'do'],where
152,152,When did the wildcat gargoyle strike the place?,1911,['when' 'do' 'wildcat' 'gargoyle' 'strike' 'place'],['1911'],['when' 'do' 'wildcat' 'gargoyle' 'strike' 'place' '1911'],['when' 'do'],when
153,153,Who is the potions professor?,Professor Severus Snape,['who' 'be' 'potion' 'professor'],['professor' 'severus' 'snape'],['who' 'be' 'potion' 'professor' 'severus' 'snape'],['who' 'be'],who
154,154,What magical creature is Ron deathly afraid of?,Spiders,['what' 'magical' 'creature' 'be' 'ron' 'deathly' 'afraid'],['spider'],['what' 'magical' 'creature' 'be' 'ron' 'deathly' 'afraid' 'spider'],['what' 'be'],what
155,155,What is Rowena Ravenclaw's signature item?,Diadem,['what' 'be' 'rowena' 'ravenclaw' 'signature' 'item'],['diadem'],['what' 'be' 'rowena' 'ravenclaw' 'signature' 'item' 'diadem'],['what' 'be'],what
156,156,Who teaches Care of Magical Creatures?,Silvanus Kettleburn,['who' 'teach' 'care' 'magical' 'creature'],['silvanus' 'kettleburn'],['who' 'teach' 'care' 'magical' 'creature' 'silvanus' 'kettleburn'],['who'],who
157,157,What's the first step to performing a Bell Tailslide?,Flying straight up.,['what' 'first' 'step' 'perform' 'bell' 'tailslide'],['fly' 'straight'],['what' 'first' 'step' 'perform' 'bell' 'tailslide' 'fly' 'straight'],['what'],what
158,158,What does Amortentia smell like?,It depends,['what' 'do' 'amortentia' 'smell' 'like'],['depend'],['what' 'do' 'amortentia' 'smell' 'like' 'depend'],['what' 'do'],what
159,159,Which of the following traits does the Occamy exhibit?,Choranaptyxis,['which' 'following' 'trait' 'do' 'occamy' 'exhibit'],['choranaptyxis'],['which' 'following' 'trait' 'do' 'occamy' 'exhibit' 'choranaptyxis'],['which' 'do'],which
160,160,What trait do I* value most in a student?,Intellect,['what' 'trait' 'do' 'value' 'student'],['intellect'],['what' 'trait' 'do' 'value' 'student' 'intellect'],['what' 'do'],what
161,161,Which famous Auror crashed Bill's party?,Alastor Moody.,['which' 'famous' 'auror' 'crash' 'bill' 'party'],['alastor' 'moody'],['which' 'famous' 'auror' 'crash' 'bill' 'party' 'alastor' 'moody'],['which'],which
162,162,What charm can repel a Lethifold?,Patronus Charm,['what' 'charm' 'can' 'repel' 'lethifold'],['patronus' 'charm'],['what' 'charm' 'can' 'repel' 'lethifold' 'patronus'],['what' 'can'],what
163,163,What did Fred and George use to protest against Dolores Umbridge's authority?,Weasley's Wildfire Whiz-bangs,"['what' 'do' 'fred' 'george' 'use' 'protest' 'dolores' 'umbridge'
 'authority']",['weasley' 'wildfire' 'whiz' 'bang'],"['what' 'do' 'fred' 'george' 'use' 'protest' 'dolores' 'umbridge'
 'authority' 'weasley' 'wildfire' 'whiz' 'bang']",['what' 'do'],what
164,164,Which of these plants bloom instantly?,Puffapod,['which' 'plant' 'bloom' 'instantly'],['puffapod'],['which' 'plant' 'bloom' 'instantly' 'puffapod'],['which'],which
165,165,What is true about tortoises?,Some live over 200 years.,['what' 'be' 'true' 'tortoise'],['live' '200' 'year'],['what' 'be' 'true' 'tortoise' 'live' '200' 'year'],['what' 'be' 'true'],what
166,166,What does Hermione say Jupiter's largest moon is?,Ganymede,['what' 'do' 'hermione' 'say' 'jupiter' 'large' 'moon' 'be'],['ganymede'],['what' 'do' 'hermione' 'say' 'jupiter' 'large' 'moon' 'be' 'ganymede'],['what' 'do' 'be'],what
167,167,Which of the following is not a Horcrux?,Elder Wand,['which' 'following' 'be' 'horcrux'],['elder' 'wand'],['which' 'following' 'be' 'horcrux' 'elder' 'wand'],['which' 'be'],which
168,168,"In Book 5, Snape is assigned to teach Harry what type of magic?",Occlumency.,['book' 'snape' 'be' 'assign' 'teach' 'harry' 'what' 'type' 'magic'],['occlumency'],"['book' 'snape' 'be' 'assign' 'teach' 'harry' 'what' 'type' 'magic'
 'occlumency']",['be' 'what'],what
169,169,How is the Grey Lady related to Rowena Ravenclaw?,She's Rowena's daughter.,['how' 'be' 'grey' 'lady' 'relate' 'rowena' 'ravenclaw'],['rowena' 'daughter'],['how' 'be' 'grey' 'lady' 'relate' 'rowena' 'ravenclaw' 'daughter'],['how' 'be'],how
170,170,What can you counteract by consuming Moly?,Enchantments.,['what' 'can' 'counteract' 'consume' 'moly'],['enchantment'],['what' 'can' 'counteract' 'consume' 'moly' 'enchantment'],['what' 'can'],what
171,171,How do you greet a Hippogriff?,With a bow,['how' 'do' 'greet' 'hippogriff'],['bow'],['how' 'do' 'greet' 'hippogriff' 'bow'],['how' 'do'],how
172,172,Which puzzle guarding the Sorcerer’s Stone does Hermione Granger solve?,Professor Snape’s logic puzzle with potion bottles,"['which' 'puzzle' 'guard' 'sorcerer' 'stone' 'do' 'hermione' 'granger'
 'solve']",['professor' 'snape' 'logic' 'puzzle' 'potion' 'bottle'],"['which' 'puzzle' 'guard' 'sorcerer' 'stone' 'do' 'hermione' 'granger'
 'solve' 'professor' 'snape' 'logic' 'potion' 'bottle']",['which' 'do'],which
173,173,What is the title of this book and movie everywhere except in the United States?,Harry Potter and the Philosopher’s Stone,['what' 'be' 'title' 'book' 'movie' 'everywhere' 'except' 'united' 'state'],['harry' 'potter' 'philosopher' 'stone'],"['what' 'be' 'title' 'book' 'movie' 'everywhere' 'except' 'united' 'state'
 'harry' 'potter' 'philosopher' 'stone']",['what' 'be'],what
174,174,Harry and Ginny have three children. What are their names?,"James, Albus, and Lily.",['harry' 'ginny' 'have' 'three' 'child' 'what' 'be' 'name'],['james' 'albus' 'lily'],"['harry' 'ginny' 'have' 'three' 'child' 'what' 'be' 'name' 'james' 'albus'
 'lily']",['have' 'what' 'be' 'name'],what
175,175,Who are the members of the 'Golden Trio'?,"Harry Potter, Ron Weasley, Hermione Granger",['who' 'be' 'member' 'golden' 'trio'],['harry' 'potter' 'ron' 'weasley' 'hermione' 'granger'],"['who' 'be' 'member' 'golden' 'trio' 'harry' 'potter' 'ron' 'weasley'
 'hermione' 'granger']",['who' 'be'],who
176,176,What item cannot be conjured?,Food,['what' 'item' 'cannot' 'be' 'conjure'],['food'],['what' 'item' 'cannot' 'be' 'conjure' 'food'],['what' 'be'],what
177,177,What spell works on the Whomping WIllow to stop it from attacking?,The Freezing Charm,['what' 'spell' 'work' 'whomp' 'willow' 'stop' 'attack'],['freezing' 'charm'],['what' 'spell' 'work' 'whomp' 'willow' 'stop' 'attack' 'freezing' 'charm'],['what'],what
178,178,What was Uric the Oddball best known for wearing on his head?,A jellyfish,['what' 'be' 'uric' 'oddball' 'best' 'know' 'wear' 'head'],['jellyfish'],['what' 'be' 'uric' 'oddball' 'best' 'know' 'wear' 'head' 'jellyfish'],['what' 'be'],what
179,179,What spell provides protection against Dementors?,Expecto Patronum,['what' 'spell' 'provide' 'protection' 'dementors'],['expecto' 'patronum'],['what' 'spell' 'provide' 'protection' 'dementors' 'expecto' 'patronum'],['what'],what
