,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keywords,main_keyword,question_length,answer_length,question_type,answer_type
94,135,"On his first ride aboard the Hogwarts Express, whose card did Harry get with his chocolate frog?",Dumbledore,"['first' 'ride' 'aboard' 'hogwarts' 'express' 'who' 'card' 'do' 'harry'
 'get' 'chocolate' 'frog']",['dumbledore'],"['first' 'ride' 'aboard' 'hogwarts' 'express' 'who' 'card' 'do' 'harry'
 'get' 'chocolate' 'frog' 'dumbledore']",['who' 'do'],who,17,1,FR,text
95,136,What is the antidote to Swelling Solution?,Deflating Draught,['what' 'be' 'antidote' 'swell' 'solution'],['deflate' 'draught'],['what' 'be' 'antidote' 'swell' 'solution' 'deflate' 'draught'],['what' 'be'],what,7,2,FR,text
96,139,What type of ball attempts to hit players?,Bludger,['what' 'type' 'ball' 'attempt' 'hit' 'player'],['bludger'],['what' 'type' 'ball' 'attempt' 'hit' 'player' 'bludger'],['what'],what,8,1,FR,text
97,140,What was the Hippogriff Buckbeak called when he returned to Hogwarts?,Witherwing,['what' 'be' 'hippogriff' 'buckbeak' 'call' 'when' 'return' 'hogwarts'],['witherwing'],"['what' 'be' 'hippogriff' 'buckbeak' 'call' 'when' 'return' 'hogwarts'
 'witherwing']",['what' 'be' 'when'],what,11,1,FR,text
98,143,What house is Justin Finch-Fletchley in?,Hufflepuff,['what' 'house' 'be' 'justin' 'finch' 'fletchley'],['hufflepuff'],['what' 'house' 'be' 'justin' 'finch' 'fletchley' 'hufflepuff'],['what' 'be'],what,7,1,FR,text
99,145,Name a crushed ingredient that is used in cure for boils.,Snake fang,['name' 'crushed' 'ingredient' 'be' 'use' 'cure' 'boil'],['snake' 'fang'],['name' 'crushed' 'ingredient' 'be' 'use' 'cure' 'boil' 'snake' 'fang'],['name' 'be'],name,11,2,FR,text
100,146,Where is the Slytherin Common Room?,The Dungeons,['where' 'be' 'slytherin' 'common' 'room'],['dungeon'],['where' 'be' 'slytherin' 'common' 'room' 'dungeon'],['where' 'be'],where,6,2,FR,text
101,147,What spell did Snape invent that Harry later uses on Draco Malfoy?,Sectumsempra,"['what' 'spell' 'do' 'snape' 'invent' 'harry' 'later' 'use' 'draco'
 'malfoy']",['sectumsempra'],"['what' 'spell' 'do' 'snape' 'invent' 'harry' 'later' 'use' 'draco'
 'malfoy' 'sectumsempra']",['what' 'do'],what,12,1,FR,text
102,149,The crop circles in Muggle legends might have been left by what magical creature?,Mooncalf,"['crop' 'circle' 'muggle' 'legend' 'might' 'have' 'be' 'leave' 'what'
 'magical' 'creature']",['mooncalf'],"['crop' 'circle' 'muggle' 'legend' 'might' 'have' 'be' 'leave' 'what'
 'magical' 'creature' 'mooncalf']",['have' 'be' 'what'],what,14,1,FR,text
103,150,Who anonymously sends Harry his father's Invisibility Cloak on Christmas?,Albus Dumbledore,"['who' 'anonymously' 'send' 'harry' 'father' 'invisibility' 'cloak'
 'christmas']",['albus' 'dumbledore'],"['who' 'anonymously' 'send' 'harry' 'father' 'invisibility' 'cloak'
 'christmas' 'albus' 'dumbledore']",['who'],who,11,2,FR,text
104,151,Where does Harry Potter first see Draco Malfoy?,In Madame Malkin’s Robes for All Occasions,['where' 'do' 'harry' 'potter' 'first' 'see' 'draco' 'malfoy'],['madame' 'malkin' 'robe' 'occasion'],"['where' 'do' 'harry' 'potter' 'first' 'see' 'draco' 'malfoy' 'madame'
 'malkin' 'robe' 'occasion']",['where' 'do'],where,8,8,FR,text
105,152,When did the wildcat gargoyle strike the place?,1911,['when' 'do' 'wildcat' 'gargoyle' 'strike' 'place'],['1911'],['when' 'do' 'wildcat' 'gargoyle' 'strike' 'place' '1911'],['when' 'do'],when,8,1,FR,year
106,155,What is Rowena Ravenclaw's signature item?,Diadem,['what' 'be' 'rowena' 'ravenclaw' 'signature' 'item'],['diadem'],['what' 'be' 'rowena' 'ravenclaw' 'signature' 'item' 'diadem'],['what' 'be'],what,7,1,FR,text
107,162,What charm can repel a Lethifold?,Patronus Charm,['what' 'charm' 'can' 'repel' 'lethifold'],['patronus' 'charm'],['what' 'charm' 'can' 'repel' 'lethifold' 'patronus'],['what' 'can'],what,6,2,FR,text
108,163,What did Fred and George use to protest against Dolores Umbridge's authority?,Weasley's Wildfire Whiz-bangs,"['what' 'do' 'fred' 'george' 'use' 'protest' 'dolores' 'umbridge'
 'authority']",['weasley' 'wildfire' 'whiz' 'bang'],"['what' 'do' 'fred' 'george' 'use' 'protest' 'dolores' 'umbridge'
 'authority' 'weasley' 'wildfire' 'whiz' 'bang']",['what' 'do'],what,13,5,FR,text
109,166,What does Hermione say Jupiter's largest moon is?,Ganymede,['what' 'do' 'hermione' 'say' 'jupiter' 'large' 'moon' 'be'],['ganymede'],['what' 'do' 'hermione' 'say' 'jupiter' 'large' 'moon' 'be' 'ganymede'],['what' 'do' 'be'],what,9,1,FR,text
110,168,"In Book 5, Snape is assigned to teach Harry what type of magic?",Occlumency.,['book' 'snape' 'be' 'assign' 'teach' 'harry' 'what' 'type' 'magic'],['occlumency'],"['book' 'snape' 'be' 'assign' 'teach' 'harry' 'what' 'type' 'magic'
 'occlumency']",['be' 'what'],what,13,1,FR,text
111,169,How is the Grey Lady related to Rowena Ravenclaw?,She's Rowena's daughter.,['how' 'be' 'grey' 'lady' 'relate' 'rowena' 'ravenclaw'],['rowena' 'daughter'],['how' 'be' 'grey' 'lady' 'relate' 'rowena' 'ravenclaw' 'daughter'],['how' 'be'],how,9,5,EX,text
112,171,How do you greet a Hippogriff?,With a bow,['how' 'do' 'greet' 'hippogriff'],['bow'],['how' 'do' 'greet' 'hippogriff' 'bow'],['how' 'do'],how,6,3,EX,text
114,175,Who are the members of the 'Golden Trio'?,"Harry Potter, Ron Weasley, Hermione Granger",['who' 'be' 'member' 'golden' 'trio'],['harry' 'potter' 'ron' 'weasley' 'hermione' 'granger'],"['who' 'be' 'member' 'golden' 'trio' 'harry' 'potter' 'ron' 'weasley'
 'hermione' 'granger']",['who' 'be'],who,8,6,FR,text
115,176,What item cannot be conjured?,Food,['what' 'item' 'cannot' 'be' 'conjure'],['food'],['what' 'item' 'cannot' 'be' 'conjure' 'food'],['what' 'be'],what,5,1,FR,text
116,177,What spell works on the Whomping WIllow to stop it from attacking?,The Freezing Charm,['what' 'spell' 'work' 'whomp' 'willow' 'stop' 'attack'],['freezing' 'charm'],['what' 'spell' 'work' 'whomp' 'willow' 'stop' 'attack' 'freezing' 'charm'],['what'],what,12,3,FR,text
117,178,What was Uric the Oddball best known for wearing on his head?,A jellyfish,['what' 'be' 'uric' 'oddball' 'best' 'know' 'wear' 'head'],['jellyfish'],['what' 'be' 'uric' 'oddball' 'best' 'know' 'wear' 'head' 'jellyfish'],['what' 'be'],what,12,2,FR,text
118,179,What spell provides protection against Dementors?,Expecto Patronum,['what' 'spell' 'provide' 'protection' 'dementors'],['expecto' 'patronum'],['what' 'spell' 'provide' 'protection' 'dementors' 'expecto' 'patronum'],['what'],what,6,2,FR,text
119,181,Which incantation conjures flowers?,Orchideous,['which' 'incantation' 'conjure' 'flower'],['orchideous'],['which' 'incantation' 'conjure' 'flower' 'orchideous'],['which'],which,4,1,FR,text
120,184,Who was Ron's first girlfriend?,Lavender Brown,['who' 'be' 'ron' 'first' 'girlfriend'],['lavender' 'brown'],['who' 'be' 'ron' 'first' 'girlfriend' 'lavender' 'brown'],['who' 'be'],who,6,2,FR,text
121,185,The Blast-Ended Skrewt is a hybrid of a Fire Crab and what?,Manticore,['blast' 'end' 'skrewt' 'be' 'hybrid' 'fire' 'crab' 'what'],['manticore'],['blast' 'end' 'skrewt' 'be' 'hybrid' 'fire' 'crab' 'what' 'manticore'],['be' 'what'],what,13,1,FR,text
122,186,What was the Seeker originally called?,The Hunter,['what' 'be' 'seeker' 'originally' 'call'],['hunter'],['what' 'be' 'seeker' 'originally' 'call' 'hunter'],['what' 'be'],what,6,2,FR,text
123,188,What is the wand motion for Wingardium Leviosa?,Swish and Flick,['what' 'be' 'wand' 'motion' 'wingardium' 'leviosa'],['swish' 'flick'],['what' 'be' 'wand' 'motion' 'wingardium' 'leviosa' 'swish' 'flick'],['what' 'be'],what,8,3,FR,text
124,191,What's Tonks dad's name?,Ted,['what' 'tonks' 'dad' 'name'],['ted'],['what' 'tonks' 'dad' 'name' 'ted'],['what' 'name'],what,6,1,FR,text
125,192,Which Alchemist was active during the Medieval age?,Nicholas Flamel,['which' 'alchemist' 'be' 'active' 'medieval' 'age'],['nicholas' 'flamel'],['which' 'alchemist' 'be' 'active' 'medieval' 'age' 'nicholas' 'flamel'],['which' 'be'],which,8,2,FR,text
126,193,"In Harry Potter and the Prisoner of Azkaban, how do Hermione, Harry, and Ron find Crookshanks?",He jumps on Ron's head at the Magical Menagerie.,"['harry' 'potter' 'prisoner' 'azkaban' 'how' 'do' 'hermione' 'ron' 'find'
 'crookshanks']",['jump' 'ron' 'head' 'magical' 'menagerie'],"['harry' 'potter' 'prisoner' 'azkaban' 'how' 'do' 'hermione' 'ron' 'find'
 'crookshanks' 'jump' 'head' 'magical' 'menagerie']",['how' 'do'],how,16,10,EX,text
127,195,Who was headmaster or headmistress at Hogwarts when Tom Riddle was a student?,Armando Dippet,"['who' 'be' 'headmaster' 'headmistress' 'hogwarts' 'when' 'tom' 'riddle'
 'student']",['armando' 'dippet'],"['who' 'be' 'headmaster' 'headmistress' 'hogwarts' 'when' 'tom' 'riddle'
 'student' 'armando' 'dippet']",['who' 'be' 'when'],who,13,2,FR,text
128,196,"What is Lord Voldemort's full, real name?",Tom Marvolo Riddle.,['what' 'be' 'lord' 'voldemort' 'full' 'real' 'name'],['tom' 'marvolo' 'riddle'],"['what' 'be' 'lord' 'voldemort' 'full' 'real' 'name' 'tom' 'marvolo'
 'riddle']",['what' 'be' 'name'],what,8,3,FR,text
129,197,Name an object we’ve Transfigured a porcupine into.,Pincushion,['name' 'object' 'transfigure' 'porcupine'],['pincushion'],['name' 'object' 'transfigure' 'porcupine' 'pincushion'],['name'],name,9,1,FR,text
130,198,Which two students came up with the name “Dumbledore’s Army?,Cho Chang and Ginny Weasley,['which' 'two' 'student' 'come' 'name' 'dumbledore' 'army'],['cho' 'chang' 'ginny' 'weasley'],"['which' 'two' 'student' 'come' 'name' 'dumbledore' 'army' 'cho' 'chang'
 'ginny' 'weasley']",['which' 'name'],which,11,5,FR,text
131,199,Who is the headmaster of Hogwarts during Harry's years at school?,Albus Dumbledore,['who' 'be' 'headmaster' 'hogwarts' 'harry' 'year' 'school'],['albus' 'dumbledore'],"['who' 'be' 'headmaster' 'hogwarts' 'harry' 'year' 'school' 'albus'
 'dumbledore']",['who' 'be'],who,12,2,FR,text
132,200,Who does Hermione impersonate using the Polyjuice Potion in the second book of the Harry Potter series?,Millicent Bulstrode,"['who' 'do' 'hermione' 'impersonate' 'use' 'polyjuice' 'potion' 'second'
 'book' 'harry' 'potter' 'series']",['millicent' 'bulstrode'],"['who' 'do' 'hermione' 'impersonate' 'use' 'polyjuice' 'potion' 'second'
 'book' 'harry' 'potter' 'series' 'millicent' 'bulstrode']",['who' 'do'],who,17,2,FR,text
133,202,What is the address of the Headquarters of the Order of the Phoenix?,"12 Grimmauld Place, London",['what' 'be' 'address' 'headquarters' 'order' 'phoenix'],['12' 'grimmauld' 'place' 'london'],"['what' 'be' 'address' 'headquarters' 'order' 'phoenix' '12' 'grimmauld'
 'place' 'london']",['what' 'be'],what,13,4,FR,text
134,204,What is the name of Hagrid's boarhound dog?,Fang,['what' 'be' 'name' 'hagrid' 'boarhound' 'dog'],['fang'],['what' 'be' 'name' 'hagrid' 'boarhound' 'dog' 'fang'],['what' 'be' 'name'],what,9,1,FR,text
135,206,Who previously held Snape's post as Potions Master?,Horace Slughorn,['who' 'previously' 'hold' 'snape' 'post' 'potion' 'master'],['horace' 'slughorn'],"['who' 'previously' 'hold' 'snape' 'post' 'potion' 'master' 'horace'
 'slughorn']",['who'],who,9,2,FR,text
136,210,What curse is Harry Potter the only known survivor of?,Avada Kedavra,['what' 'curse' 'be' 'harry' 'potter' 'known' 'survivor'],['avada' 'kedavra'],['what' 'curse' 'be' 'harry' 'potter' 'known' 'survivor' 'avada' 'kedavra'],['what' 'be'],what,10,2,FR,text
137,213,Where was Beedle the Bard born?,"Yorkshire, England.",['where' 'be' 'beedle' 'bard' 'born'],['yorkshire' 'england'],['where' 'be' 'beedle' 'bard' 'born' 'yorkshire' 'england'],['where' 'be'],where,6,2,FR,text
138,214,What was the name of Neville Longbottom's pet toad?,Trevor,['what' 'be' 'name' 'neville' 'longbottom' 'pet' 'toad'],['trevor'],['what' 'be' 'name' 'neville' 'longbottom' 'pet' 'toad' 'trevor'],['what' 'be' 'name'],what,10,1,FR,text
139,224,What's the name of the magical government in the Harry Potter series?,The Ministry of Magic,['what' 'name' 'magical' 'government' 'harry' 'potter' 'series'],['ministry' 'magic'],"['what' 'name' 'magical' 'government' 'harry' 'potter' 'series' 'ministry'
 'magic']",['what' 'name'],what,13,4,FR,text
140,226,Which books details the history of Quidditch?,Quidditch Through the Ages,['which' 'book' 'detail' 'history' 'quidditch'],['quidditch' 'age'],['which' 'book' 'detail' 'history' 'quidditch' 'age'],['which'],which,7,4,FR,text
141,228,Who is the Astronomy professor?,Professor Sinistra,['who' 'be' 'astronomy' 'professor'],['professor' 'sinistra'],['who' 'be' 'astronomy' 'professor' 'sinistra'],['who' 'be'],who,5,2,FR,text
142,230,What does 'Serpensortia' conjure?,Snakes,['what' 'do' 'serpensortia' 'conjure'],['snake'],['what' 'do' 'serpensortia' 'conjure' 'snake'],['what' 'do'],what,4,1,FR,text
143,233,Who concocts a love potion meant for Harry that Ron ends up taking by mistake?,Romilda Vane,"['who' 'concoct' 'love' 'potion' 'meant' 'harry' 'ron' 'end' 'take'
 'mistake']",['romilda' 'vane'],"['who' 'concoct' 'love' 'potion' 'meant' 'harry' 'ron' 'end' 'take'
 'mistake' 'romilda' 'vane']",['who'],who,15,2,FR,text
144,234,What did Hermione use to help heal Ron's arm when it got splinched?,Essence of Dittany,"['what' 'do' 'hermione' 'use' 'help' 'heal' 'ron' 'arm' 'when' 'get'
 'splinched']",['essence' 'dittany'],"['what' 'do' 'hermione' 'use' 'help' 'heal' 'ron' 'arm' 'when' 'get'
 'splinched' 'essence' 'dittany']",['what' 'do' 'when'],what,14,3,FR,text
145,236,By which statue is there a hidden pathway to Honeydukes?,The one-eyed witch,['which' 'statue' 'be' 'hidden' 'pathway' 'honeydukes'],['one' 'eye' 'witch'],['which' 'statue' 'be' 'hidden' 'pathway' 'honeydukes' 'one' 'eye' 'witch'],['which' 'be'],which,10,4,FR,text
146,238,What is Professor McGonagall’s animagus?,Silver tabby cat,['what' 'be' 'professor' 'mcgonagall' 'animagus'],['silver' 'tabby' 'cat'],['what' 'be' 'professor' 'mcgonagall' 'animagus' 'silver' 'tabby' 'cat'],['what' 'be'],what,6,3,FR,text
147,239,"What is the middle name of Harry's daughter, Lily?",Luna,['what' 'be' 'middle' 'name' 'harry' 'daughter' 'lily'],['luna'],['what' 'be' 'middle' 'name' 'harry' 'daughter' 'lily' 'luna'],['what' 'be' 'name'],what,10,1,FR,text
148,240,"To be allowed to Apparate, you must do what two things?",Be at least 17 years old and get your license.,['be' 'allow' 'apparate' 'must' 'do' 'what' 'two' 'thing'],['be' 'least' '17' 'year' 'old' 'get' 'license'],"['be' 'allow' 'apparate' 'must' 'do' 'what' 'two' 'thing' 'least' '17'
 'year' 'old' 'get' 'license']",['be' 'do' 'what'],what,11,10,FR,text
149,241,What was Elfric known as?,The Eager.,['what' 'be' 'elfric' 'know'],['eager'],['what' 'be' 'elfric' 'know' 'eager'],['what' 'be'],what,5,2,FR,text
150,243,"In the book version of Harry Potter and the Sorcerer's Stone, what is the name of Dudley's friend who goes to the zoo with the Dursleys and Harry?",Piers,"['book' 'version' 'harry' 'potter' 'sorcerer' 'stone' 'what' 'be' 'name'
 'dudley' 'friend' 'who' 'go' 'zoo' 'dursleys']",['pier'],"['book' 'version' 'harry' 'potter' 'sorcerer' 'stone' 'what' 'be' 'name'
 'dudley' 'friend' 'who' 'go' 'zoo' 'dursleys' 'pier']",['what' 'be' 'name' 'who'],what,30,1,FR,text
151,244,What did Hagrid name his pet dragon?,Norbert,['what' 'do' 'hagrid' 'name' 'pet' 'dragon'],['norbert'],['what' 'do' 'hagrid' 'name' 'pet' 'dragon' 'norbert'],['what' 'do' 'name'],what,7,1,FR,text
152,246,Which potion grants the drinker incredible luck?,Felix Felicis,['which' 'potion' 'grant' 'drinker' 'incredible' 'luck'],['felix' 'felicis'],['which' 'potion' 'grant' 'drinker' 'incredible' 'luck' 'felix' 'felicis'],['which'],which,7,2,FR,text
153,247,Which Weasley dies during the final battle of Hogwarts?,Fred Weasley,['which' 'weasley' 'dy' 'final' 'battle' 'hogwarts'],['fred' 'weasley'],['which' 'weasley' 'dy' 'final' 'battle' 'hogwarts' 'fred'],['which'],which,9,2,FR,text
154,249,Which Quidditch ball is the biggest?,Quaffle,['which' 'quidditch' 'ball' 'be' 'big'],['quaffle'],['which' 'quidditch' 'ball' 'be' 'big' 'quaffle'],['which' 'be'],which,6,1,FR,text
155,251,What Goblin led the 18th century Golbin Rebellions?,Urg the Unclean,['what' 'goblin' 'lead' '18th' 'century' 'golbin' 'rebellion'],['urg' 'unclean'],"['what' 'goblin' 'lead' '18th' 'century' 'golbin' 'rebellion' 'urg'
 'unclean']",['what'],what,8,3,FR,text
156,252,Who would make the most use of the charm Alohomora?,A Thief,['who' 'would' 'make' 'use' 'charm' 'alohomora'],['thief'],['who' 'would' 'make' 'use' 'charm' 'alohomora' 'thief'],['who' 'would'],who,10,2,FR,text
157,253,When was Wendelin the Weird alive?,The Middle Ages.,['when' 'be' 'wendelin' 'weird' 'alive'],['middle' 'age'],['when' 'be' 'wendelin' 'weird' 'alive' 'middle' 'age'],['when' 'be'],when,6,3,FR,text
158,254,And what type of animal does Harry accidentally set free while they're at the zoo?,A boa constrictor,['what' 'type' 'animal' 'do' 'harry' 'accidentally' 'set' 'free' 'zoo'],['boa' 'constrictor'],"['what' 'type' 'animal' 'do' 'harry' 'accidentally' 'set' 'free' 'zoo'
 'boa' 'constrictor']",['what' 'do'],what,16,3,FR,text
159,260,What did Harry Potter's aunt and uncle say his parents passed from?,In a traffic accident,['what' 'do' 'harry' 'potter' 'aunt' 'uncle' 'say' 'parent' 'pass'],['traffic' 'accident'],"['what' 'do' 'harry' 'potter' 'aunt' 'uncle' 'say' 'parent' 'pass'
 'traffic' 'accident']",['what' 'do'],what,13,4,FR,text
160,266,What is the name of the powerful and dangerous artifact that Voldemort creates in the Harry Potter series by splitting his soul into seven pieces?,The Horcruxes,"['what' 'be' 'name' 'powerful' 'dangerous' 'artifact' 'voldemort'
 'creates' 'harry' 'potter' 'series' 'split' 'soul' 'seven' 'piece']",['horcruxes'],"['what' 'be' 'name' 'powerful' 'dangerous' 'artifact' 'voldemort'
 'creates' 'harry' 'potter' 'series' 'split' 'soul' 'seven' 'piece'
 'horcruxes']",['what' 'be' 'name'],what,25,2,FR,text
161,269,Which Quidditch players score goals?,The Chasers,['which' 'quidditch' 'player' 'score' 'goal'],['chaser'],['which' 'quidditch' 'player' 'score' 'goal' 'chaser'],['which'],which,5,2,FR,text
162,270,What magical plant allows humans to breathe underwater?,Gillyweed,['what' 'magical' 'plant' 'allows' 'human' 'breathe' 'underwater'],['gillyweed'],"['what' 'magical' 'plant' 'allows' 'human' 'breathe' 'underwater'
 'gillyweed']",['what'],what,8,1,FR,text
163,272,Who does Harry take to the Yule Ball?,Parvati Patil,['who' 'do' 'harry' 'take' 'yule' 'ball'],['parvati' 'patil'],['who' 'do' 'harry' 'take' 'yule' 'ball' 'parvati' 'patil'],['who' 'do'],who,8,2,FR,text
164,274,"In 1997, what was written on the statue at the Ministry of Magic under Voldemort's control?",Magic is Might,"['1997' 'what' 'be' 'write' 'statue' 'ministry' 'magic' 'voldemort'
 'control']",['magic' 'be' 'might'],"['1997' 'what' 'be' 'write' 'statue' 'ministry' 'magic' 'voldemort'
 'control' 'might']",['what' 'be'],what,17,3,FR,text
165,275,When is Neville's birthday?,July 30,['when' 'be' 'neville' 'birthday'],['july' '30'],['when' 'be' 'neville' 'birthday' 'july' '30'],['when' 'be'],when,5,2,FR,date
166,276,Where could you buy broomsticks?,Quality Quidditch Supplies,['where' 'could' 'buy' 'broomstick'],['quality' 'quidditch' 'supply'],['where' 'could' 'buy' 'broomstick' 'quality' 'quidditch' 'supply'],['where' 'could'],where,5,3,FR,text
